Price,FlightNumber,Date of Departure,Date of Arrival,Available seats,Arrival Airport code,Arrival Airport name,Departure Airport code,Departure Airport name,Flight Duration,Scraping date

24.99,FR 2915,2023-05-29T20:25:00.000,2023-05-29T22:40:00.000,0,PMI,Mallorca,BRU,Brussels,02:15,2023-03-16 08:36:01

43.62,FR 2915,2023-05-31T17:25:00.000,2023-05-31T19:40:00.000,0,PMI,Mallorca,BRU,Brussels,02:15,2023-03-16 08:36:01

79.99,FR 6251,2023-05-28T17:00:00.000,2023-05-28T20:40:00.000,0,CFU,Corfu,CRL,Brussels (Charleroi),02:40,2023-03-16 08:36:02

154.43,FR 7986,2023-05-27T08:10:00.000,2023-05-27T12:35:00.000,0,HER,Heraklion Crete,CRL,Brussels (Charleroi),03:25,2023-03-16 08:36:02

118.46,FR 7986,2023-05-30T07:20:00.000,2023-05-30T11:45:00.000,5,HER,Heraklion Crete,CRL,Brussels (Charleroi),03:25,2023-03-16 08:36:02

78.99,FR 8577,2023-05-26T07:55:00.000,2023-05-26T12:30:00.000,2,RHO,Rhodes,CRL,Brussels (Charleroi),03:35,2023-03-16 08:36:02

77.71,FR 8577,2023-05-29T12:00:00.000,2023-05-29T16:35:00.000,0,RHO,Rhodes,CRL,Brussels (Charleroi),03:35,2023-03-16 08:36:02

72.34,FR 8577,2023-05-31T13:10:00.000,2023-05-31T17:45:00.000,0,RHO,Rhodes,CRL,Brussels (Charleroi),03:35,2023-03-16 08:36:02

147.99,FR 7737,2023-05-26T07:00:00.000,2023-05-26T09:25:00.000,0,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:03

48.36,FR 7737,2023-05-28T17:30:00.000,2023-05-28T19:55:00.000,2,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:03

21.99,FR 7737,2023-05-29T20:55:00.000,2023-05-29T23:20:00.000,0,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:03

44.33,FR 7737,2023-05-30T17:20:00.000,2023-05-30T19:45:00.000,0,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:03

55.17,FR 1302,2023-05-25T06:25:00.000,2023-05-25T08:40:00.000,1,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:03

96.2,FR 1302,2023-05-26T09:10:00.000,2023-05-26T11:25:00.000,1,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:03

111.5,FR 1310,2023-05-26T20:00:00.000,2023-05-26T22:15:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:03

110.61,FR 1302,2023-05-27T07:45:00.000,2023-05-27T10:00:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:03

74.9,FR 1302,2023-05-28T09:45:00.000,2023-05-28T12:00:00.000,5,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:03

35.99,FR 1302,2023-05-29T06:30:00.000,2023-05-29T08:45:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:03

63.31,FR 1310,2023-05-29T09:30:00.000,2023-05-29T11:45:00.000,2,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:03

53.88,FR 1302,2023-05-30T19:20:00.000,2023-05-30T21:35:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:03

63.92,FR 1302,2023-05-31T16:35:00.000,2023-05-31T18:50:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:03

139.99,FR 6269,2023-05-26T16:35:00.000,2023-05-26T19:05:00.000,5,PMO,Palermo,CRL,Brussels (Charleroi),02:30,2023-03-16 08:36:03

80.99,FR 6269,2023-05-27T21:30:00.000,2023-05-27T23:59:00.000,5,PMO,Palermo,CRL,Brussels (Charleroi),02:29,2023-03-16 08:36:03

82.99,FR 6269,2023-05-29T12:05:00.000,2023-05-29T14:35:00.000,4,PMO,Palermo,CRL,Brussels (Charleroi),02:30,2023-03-16 08:36:03

66.99,FR 6269,2023-05-30T15:35:00.000,2023-05-30T18:05:00.000,3,PMO,Palermo,CRL,Brussels (Charleroi),02:30,2023-03-16 08:36:03

77.99,FR 6269,2023-05-31T09:25:00.000,2023-05-31T11:55:00.000,0,PMO,Palermo,CRL,Brussels (Charleroi),02:30,2023-03-16 08:36:03

101.59,FR 2941,2023-05-25T11:25:00.000,2023-05-25T13:20:00.000,0,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

114.89,FR 2941,2023-05-26T07:05:00.000,2023-05-26T09:00:00.000,0,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

111.74,FR 6312,2023-05-26T17:30:00.000,2023-05-26T19:25:00.000,3,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

171.49,FR 2941,2023-05-27T11:05:00.000,2023-05-27T13:00:00.000,0,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

78.09,FR 2941,2023-05-28T16:45:00.000,2023-05-28T18:40:00.000,1,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

66.49,FR 2941,2023-05-29T18:00:00.000,2023-05-29T19:55:00.000,0,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

35.4,FR 2941,2023-05-30T13:45:00.000,2023-05-30T15:40:00.000,0,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

24.99,FR 6312,2023-05-30T16:45:00.000,2023-05-30T18:40:00.000,0,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

49.34,FR 2941,2023-05-31T12:25:00.000,2023-05-31T14:20:00.000,1,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

30.39,FR 6312,2023-05-31T16:20:00.000,2023-05-31T18:15:00.000,1,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:04

88.79,FR 9053,2023-05-25T09:00:00.000,2023-05-25T11:25:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

88.99,FR 3534,2023-05-25T15:05:00.000,2023-05-25T17:30:00.000,5,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

116.69,FR 3534,2023-05-26T09:45:00.000,2023-05-26T12:10:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

102.29,FR 9053,2023-05-26T17:20:00.000,2023-05-26T19:45:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

116.69,FR 3534,2023-05-27T15:50:00.000,2023-05-27T18:15:00.000,2,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

90.99,FR 9053,2023-05-27T18:15:00.000,2023-05-27T20:40:00.000,2,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

59.99,FR 3534,2023-05-28T09:55:00.000,2023-05-28T12:20:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

78.09,FR 9053,2023-05-28T15:00:00.000,2023-05-28T17:25:00.000,5,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

78.99,FR 3534,2023-05-29T16:55:00.000,2023-05-29T19:20:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

67.12,FR 3534,2023-05-30T06:30:00.000,2023-05-30T08:55:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

65.89,FR 9053,2023-05-30T12:15:00.000,2023-05-30T14:40:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

101.39,FR 3534,2023-05-31T10:00:00.000,2023-05-31T12:25:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

88.74,FR 9053,2023-05-31T14:45:00.000,2023-05-31T17:10:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

58.99,FR 6063,2023-05-31T21:55:00.000,2023-06-01T00:20:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

223.44,FR 6456,2023-05-25T10:20:00.000,2023-05-25T12:45:00.000,0,IBZ,Ibiza,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

133.99,FR 6456,2023-05-26T16:15:00.000,2023-05-26T18:40:00.000,3,IBZ,Ibiza,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

148.86,FR 6456,2023-05-28T07:30:00.000,2023-05-28T09:55:00.000,3,IBZ,Ibiza,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

74.99,FR 6456,2023-05-30T09:25:00.000,2023-05-30T11:50:00.000,0,IBZ,Ibiza,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:05

91.99,FR 1916,2023-05-25T17:30:00.000,2023-05-25T20:15:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:06

139.99,FR 1928,2023-05-26T10:00:00.000,2023-05-26T12:45:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:06

100.49,FR 1916,2023-05-26T20:55:00.000,2023-05-26T23:40:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:06

111.74,FR 1916,2023-05-27T13:35:00.000,2023-05-27T16:20:00.000,4,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:06

33.07,FR 1916,2023-05-28T21:30:00.000,2023-05-29T00:15:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:06

49.34,FR 1916,2023-05-29T19:20:00.000,2023-05-29T22:05:00.000,2,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:06

37.15,FR 1916,2023-05-30T16:00:00.000,2023-05-30T18:45:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:06

65.19,FR 1916,2023-05-31T06:45:00.000,2023-05-31T09:30:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:06

91.99,FR 7831,2023-05-25T17:45:00.000,2023-05-25T19:55:00.000,4,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:06

120.99,FR 7831,2023-05-27T17:20:00.000,2023-05-27T19:30:00.000,0,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:06

67.99,FR 7831,2023-05-29T08:55:00.000,2023-05-29T11:05:00.000,5,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:06

36.89,FR 7831,2023-05-30T06:35:00.000,2023-05-30T08:45:00.000,3,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:06

35.4,FR 7831,2023-05-31T06:55:00.000,2023-05-31T09:05:00.000,0,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:06

95.99,FR 563,2023-05-25T20:00:00.000,2023-05-25T23:35:00.000,0,TFS,Tenerife (South),CRL,Brussels (Charleroi),04:35,2023-03-16 08:36:06

100.39,FR 563,2023-05-26T06:30:00.000,2023-05-26T10:05:00.000,3,TFS,Tenerife (South),CRL,Brussels (Charleroi),04:35,2023-03-16 08:36:06

92.75,FR 563,2023-05-28T12:35:00.000,2023-05-28T16:10:00.000,0,TFS,Tenerife (South),CRL,Brussels (Charleroi),04:35,2023-03-16 08:36:06

104.69,FR 563,2023-05-30T07:15:00.000,2023-05-30T10:50:00.000,0,TFS,Tenerife (South),CRL,Brussels (Charleroi),04:35,2023-03-16 08:36:06

82.57,FR 2923,2023-05-31T10:05:00.000,2023-05-31T13:00:00.000,0,AGP,Malaga,BRU,Brussels,02:55,2023-03-16 08:36:10

94.55,FR 2923,2023-06-04T09:55:00.000,2023-06-04T12:50:00.000,0,AGP,Malaga,BRU,Brussels,02:55,2023-03-16 08:36:10

93.41,FR 2923,2023-06-05T17:40:00.000,2023-06-05T20:30:00.000,0,AGP,Malaga,BRU,Brussels,02:50,2023-03-16 08:36:10

43.62,FR 2915,2023-05-31T17:25:00.000,2023-05-31T19:40:00.000,0,PMI,Mallorca,BRU,Brussels,02:15,2023-03-16 08:36:10

133.59,FR 2915,2023-06-02T11:00:00.000,2023-06-02T13:15:00.000,0,PMI,Mallorca,BRU,Brussels,02:15,2023-03-16 08:36:10

38.99,FR 2915,2023-06-05T20:25:00.000,2023-06-05T22:40:00.000,4,PMI,Mallorca,BRU,Brussels,02:15,2023-03-16 08:36:10

96.99,FR 6251,2023-06-01T18:20:00.000,2023-06-01T22:00:00.000,1,CFU,Corfu,CRL,Brussels (Charleroi),02:40,2023-03-16 08:36:10

67.99,FR 6251,2023-06-04T17:00:00.000,2023-06-04T20:40:00.000,0,CFU,Corfu,CRL,Brussels (Charleroi),02:40,2023-03-16 08:36:10

55.12,FR 6251,2023-06-05T19:20:00.000,2023-06-05T23:00:00.000,3,CFU,Corfu,CRL,Brussels (Charleroi),02:40,2023-03-16 08:36:10

120.17,FR 7986,2023-06-03T08:10:00.000,2023-06-03T12:35:00.000,4,HER,Heraklion Crete,CRL,Brussels (Charleroi),03:25,2023-03-16 08:36:11

62.17,FR 7986,2023-06-06T07:20:00.000,2023-06-06T11:45:00.000,3,HER,Heraklion Crete,CRL,Brussels (Charleroi),03:25,2023-03-16 08:36:11

72.34,FR 8577,2023-05-31T13:10:00.000,2023-05-31T17:45:00.000,0,RHO,Rhodes,CRL,Brussels (Charleroi),03:35,2023-03-16 08:36:11

102.99,FR 8577,2023-06-02T07:55:00.000,2023-06-02T12:30:00.000,0,RHO,Rhodes,CRL,Brussels (Charleroi),03:35,2023-03-16 08:36:11

75.27,FR 8577,2023-06-05T12:00:00.000,2023-06-05T16:35:00.000,0,RHO,Rhodes,CRL,Brussels (Charleroi),03:35,2023-03-16 08:36:11

121.87,FR 7737,2023-06-02T07:00:00.000,2023-06-02T09:25:00.000,2,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:11

56.34,FR 7737,2023-06-04T17:30:00.000,2023-06-04T19:55:00.000,2,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:11

43.89,FR 7737,2023-06-05T20:55:00.000,2023-06-05T23:20:00.000,1,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:11

59.03,FR 7737,2023-06-06T17:20:00.000,2023-06-06T19:45:00.000,1,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:11

63.92,FR 1302,2023-05-31T16:35:00.000,2023-05-31T18:50:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:12

71.32,FR 1302,2023-06-01T06:25:00.000,2023-06-01T08:40:00.000,4,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:12

128.36,FR 1302,2023-06-02T09:10:00.000,2023-06-02T11:25:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:12

91.88,FR 1310,2023-06-02T20:00:00.000,2023-06-02T22:15:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:12

130.53,FR 1302,2023-06-03T07:45:00.000,2023-06-03T10:00:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:12

59.51,FR 1302,2023-06-04T09:45:00.000,2023-06-04T12:00:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:12

55.99,FR 1302,2023-06-05T06:30:00.000,2023-06-05T08:45:00.000,0,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:12

61.57,FR 1310,2023-06-05T09:30:00.000,2023-06-05T11:45:00.000,3,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:12

55.99,FR 1302,2023-06-06T19:20:00.000,2023-06-06T21:35:00.000,1,NAP,Naples,CRL,Brussels (Charleroi),02:15,2023-03-16 08:36:12

77.99,FR 6269,2023-05-31T09:25:00.000,2023-05-31T11:55:00.000,0,PMO,Palermo,CRL,Brussels (Charleroi),02:30,2023-03-16 08:36:12

103.99,FR 6269,2023-06-02T16:35:00.000,2023-06-02T19:05:00.000,0,PMO,Palermo,CRL,Brussels (Charleroi),02:30,2023-03-16 08:36:12

63.0,FR 6269,2023-06-03T21:30:00.000,2023-06-03T23:59:00.000,0,PMO,Palermo,CRL,Brussels (Charleroi),02:29,2023-03-16 08:36:12

93.99,FR 6269,2023-06-05T12:05:00.000,2023-06-05T14:35:00.000,0,PMO,Palermo,CRL,Brussels (Charleroi),02:30,2023-03-16 08:36:12

84.99,FR 6269,2023-06-06T15:35:00.000,2023-06-06T18:05:00.000,3,PMO,Palermo,CRL,Brussels (Charleroi),02:30,2023-03-16 08:36:12

49.34,FR 2941,2023-05-31T12:25:00.000,2023-05-31T14:20:00.000,1,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

30.39,FR 6312,2023-05-31T16:20:00.000,2023-05-31T18:15:00.000,1,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

88.59,FR 2941,2023-06-01T11:25:00.000,2023-06-01T13:20:00.000,2,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

179.19,FR 2941,2023-06-02T07:05:00.000,2023-06-02T09:00:00.000,0,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

56.49,FR 6312,2023-06-02T17:30:00.000,2023-06-02T19:25:00.000,5,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

96.99,FR 2941,2023-06-03T11:05:00.000,2023-06-03T13:00:00.000,1,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

56.49,FR 2941,2023-06-04T16:45:00.000,2023-06-04T18:40:00.000,4,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

27.88,FR 6312,2023-06-04T19:45:00.000,2023-06-04T21:40:00.000,4,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

24.99,FR 2941,2023-06-05T18:00:00.000,2023-06-05T19:55:00.000,0,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

57.59,FR 2941,2023-06-06T13:45:00.000,2023-06-06T15:40:00.000,2,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

24.99,FR 6312,2023-06-06T16:45:00.000,2023-06-06T18:40:00.000,5,FAO,Faro,CRL,Brussels (Charleroi),02:55,2023-03-16 08:36:13

101.39,FR 3534,2023-05-31T10:00:00.000,2023-05-31T12:25:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

88.74,FR 9053,2023-05-31T14:45:00.000,2023-05-31T17:10:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

58.99,FR 6063,2023-05-31T21:55:00.000,2023-06-01T00:20:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

57.12,FR 9053,2023-06-01T09:00:00.000,2023-06-01T11:25:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

76.74,FR 3534,2023-06-01T15:05:00.000,2023-06-01T17:30:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

87.79,FR 3534,2023-06-02T09:45:00.000,2023-06-02T12:10:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

88.59,FR 9053,2023-06-02T17:20:00.000,2023-06-02T19:45:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

120.99,FR 3534,2023-06-03T15:50:00.000,2023-06-03T18:15:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

134.64,FR 9053,2023-06-03T18:15:00.000,2023-06-03T20:40:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

94.99,FR 3534,2023-06-04T09:55:00.000,2023-06-04T12:20:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

55.87,FR 9053,2023-06-04T15:00:00.000,2023-06-04T17:25:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

71.49,FR 3534,2023-06-05T16:55:00.000,2023-06-05T19:20:00.000,0,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

76.74,FR 3534,2023-06-06T06:30:00.000,2023-06-06T08:55:00.000,5,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

77.09,FR 9053,2023-06-06T12:15:00.000,2023-06-06T14:40:00.000,5,ALC,Alicante,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

161.84,FR 6456,2023-06-01T10:20:00.000,2023-06-01T12:45:00.000,4,IBZ,Ibiza,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

96.45,FR 6456,2023-06-02T16:15:00.000,2023-06-02T18:40:00.000,0,IBZ,Ibiza,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

61.57,FR 6456,2023-06-04T07:30:00.000,2023-06-04T09:55:00.000,0,IBZ,Ibiza,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

78.67,FR 6456,2023-06-06T09:25:00.000,2023-06-06T11:50:00.000,5,IBZ,Ibiza,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:14

65.19,FR 1916,2023-05-31T06:45:00.000,2023-05-31T09:30:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:14

84.59,FR 1916,2023-06-01T17:30:00.000,2023-06-01T20:15:00.000,3,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:14

78.99,FR 1928,2023-06-02T10:00:00.000,2023-06-02T12:45:00.000,1,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:14

63.68,FR 1916,2023-06-02T20:55:00.000,2023-06-02T23:40:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:14

76.74,FR 1916,2023-06-03T13:35:00.000,2023-06-03T16:20:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:14

67.99,FR 1916,2023-06-04T21:30:00.000,2023-06-05T00:15:00.000,4,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:14

65.19,FR 1916,2023-06-05T19:20:00.000,2023-06-05T22:05:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:14

43.62,FR 1916,2023-06-06T16:00:00.000,2023-06-06T18:45:00.000,0,AGP,Malaga,CRL,Brussels (Charleroi),02:45,2023-03-16 08:36:14

35.4,FR 7831,2023-05-31T06:55:00.000,2023-05-31T09:05:00.000,0,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:15

65.89,FR 7831,2023-06-01T17:45:00.000,2023-06-01T19:55:00.000,0,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:15

64.49,FR 7831,2023-06-03T17:20:00.000,2023-06-03T19:30:00.000,0,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:15

48.24,FR 7831,2023-06-05T08:55:00.000,2023-06-05T11:05:00.000,3,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:15

76.74,FR 7831,2023-06-06T06:35:00.000,2023-06-06T08:45:00.000,4,PMI,Mallorca,CRL,Brussels (Charleroi),02:10,2023-03-16 08:36:15

124.99,FR 563,2023-06-01T20:00:00.000,2023-06-01T23:35:00.000,0,TFS,Tenerife (South),CRL,Brussels (Charleroi),04:35,2023-03-16 08:36:15

130.69,FR 563,2023-06-02T06:30:00.000,2023-06-02T10:05:00.000,0,TFS,Tenerife (South),CRL,Brussels (Charleroi),04:35,2023-03-16 08:36:15

95.99,FR 563,2023-06-04T12:35:00.000,2023-06-04T16:10:00.000,1,TFS,Tenerife (South),CRL,Brussels (Charleroi),04:35,2023-03-16 08:36:15

89.51,FR 563,2023-06-06T07:15:00.000,2023-06-06T10:50:00.000,1,TFS,Tenerife (South),CRL,Brussels (Charleroi),04:35,2023-03-16 08:36:15

77.57,FR 2923,2023-06-07T10:05:00.000,2023-06-07T13:00:00.000,5,AGP,Malaga,BRU,Brussels,02:55,2023-03-16 08:36:18

72.85,FR 2923,2023-06-11T09:55:00.000,2023-06-11T12:50:00.000,0,AGP,Malaga,BRU,Brussels,02:55,2023-03-16 08:36:18

54.33,FR 2923,2023-06-12T17:40:00.000,2023-06-12T20:30:00.000,3,AGP,Malaga,BRU,Brussels,02:50,2023-03-16 08:36:18

67.99,FR 2915,2023-06-07T17:25:00.000,2023-06-07T19:40:00.000,0,PMI,Mallorca,BRU,Brussels,02:15,2023-03-16 08:36:19

148.81,FR 2915,2023-06-09T11:00:00.000,2023-06-09T13:15:00.000,0,PMI,Mallorca,BRU,Brussels,02:15,2023-03-16 08:36:19

24.99,FR 2915,2023-06-12T20:25:00.000,2023-06-12T22:40:00.000,5,PMI,Mallorca,BRU,Brussels,02:15,2023-03-16 08:36:19

111.74,FR 6251,2023-06-07T08:05:00.000,2023-06-07T11:45:00.000,5,CFU,Corfu,CRL,Brussels (Charleroi),02:40,2023-03-16 08:36:20

62.12,FR 6251,2023-06-08T18:20:00.000,2023-06-08T22:00:00.000,4,CFU,Corfu,CRL,Brussels (Charleroi),02:40,2023-03-16 08:36:20

101.59,FR 6251,2023-06-11T17:00:00.000,2023-06-11T20:40:00.000,0,CFU,Corfu,CRL,Brussels (Charleroi),02:40,2023-03-16 08:36:20

65.19,FR 6251,2023-06-12T19:20:00.000,2023-06-12T23:00:00.000,0,CFU,Corfu,CRL,Brussels (Charleroi),02:40,2023-03-16 08:36:20

62.17,FR 7986,2023-06-06T07:20:00.000,2023-06-06T11:45:00.000,3,HER,Heraklion Crete,CRL,Brussels (Charleroi),03:25,2023-03-16 08:36:20

119.31,FR 7986,2023-06-10T08:10:00.000,2023-06-10T12:35:00.000,4,HER,Heraklion Crete,CRL,Brussels (Charleroi),03:25,2023-03-16 08:36:20

77.03,FR 8577,2023-06-07T13:10:00.000,2023-06-07T17:45:00.000,1,RHO,Rhodes,CRL,Brussels (Charleroi),03:35,2023-03-16 08:36:21

117.99,FR 8577,2023-06-09T07:55:00.000,2023-06-09T12:30:00.000,0,RHO,Rhodes,CRL,Brussels (Charleroi),03:35,2023-03-16 08:36:21

66.99,FR 8577,2023-06-12T12:00:00.000,2023-06-12T16:35:00.000,0,RHO,Rhodes,CRL,Brussels (Charleroi),03:35,2023-03-16 08:36:21

59.03,FR 7737,2023-06-06T17:20:00.000,2023-06-06T19:45:00.000,1,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:22

104.4,FR 7737,2023-06-09T07:00:00.000,2023-06-09T09:25:00.000,5,BDS,Brindisi,CRL,Brussels (Charleroi),02:25,2023-03-16 08:36:22

