Price,FlightNumber,Date of Departure,Date of Arrival,Available seats,Arrival Airport code,Arrival Airport name,Departure Airport code,Departure Airport name,Flight Duration,Scraping date
239.99,TB 1011,2023-04-30T06:20,2023-04-30T09:25,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:25:09

229.99,TB 1011,2023-05-01T06:05,2023-05-01T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:25:09

159.99,TB 1011,2023-05-02T06:15,2023-05-02T09:20,8,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:25:09

199.99,TB 1411,2023-04-26T06:00,2023-04-26T08:35,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:25:17

279.99,TB 1411,2023-04-28T06:20,2023-04-28T08:55,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:25:17

249.99,TB 1411,2023-04-29T06:15,2023-04-29T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:25:17

239.99,TB 1411,2023-04-30T06:15,2023-04-30T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:25:17

429.99,TB 1411,2023-05-01T06:15,2023-05-01T08:50,6,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:25:17

189.99,TB 1413,2023-05-02T15:30,2023-05-02T18:05,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:25:17

204.99,TB 1751,2023-04-26T14:05,2023-04-26T18:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:25:25

199.99,TB 1753,2023-04-27T13:00,2023-04-27T17:00,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:25:25

599.99,TB 1751,2023-04-28T06:05,2023-04-28T10:05,1,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:25:25

279.99,TB 1753,2023-04-28T13:35,2023-04-28T17:35,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:25:25

429.99,TB 1751,2023-04-29T06:05,2023-04-29T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:25:25

429.99,TB 1753,2023-04-30T14:30,2023-04-30T18:30,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:25:25

519.99,TB 1751,2023-05-01T06:10,2023-05-01T10:10,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:25:25

399.99,TB 1753,2023-05-02T06:05,2023-05-02T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:25:25

289.99,TB 2191,2023-05-05T16:30,2023-05-05T20:35,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:25:33

289.99,TB 2191,2023-05-07T06:40,2023-05-07T10:45,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:25:33

179.99,TB 2191,2023-05-09T06:00,2023-05-09T10:05,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:25:33

409.99,TB 2251,2023-05-03T06:10,2023-05-03T11:00,4,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:25:41

289.99,TB 2251,2023-05-04T06:15,2023-05-04T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 55m,2023-03-16 10:25:41

289.99,TB 2251,2023-05-05T06:20,2023-05-05T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:25:41

339.99,TB 2283,2023-05-07T06:20,2023-05-07T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:25:41

259.99,TB 2251,2023-05-08T06:15,2023-05-08T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:25:41

359.99,TB 2341,2023-05-05T06:00,2023-05-05T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:25:49

289.99,TB 2341,2023-05-06T14:15,2023-05-06T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:25:49

199.99,TB 2341,2023-05-07T14:15,2023-05-07T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:25:49

259.99,TB 2341,2023-05-09T06:00,2023-05-09T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:25:49

214.99,TB 3581,2023-05-05T06:00,2023-05-05T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:26:05

214.99,TB 3581,2023-05-05T06:00,2023-05-05T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:26:13

229.99,TB 1941,2023-05-04T06:20,2023-05-04T08:35,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:26:21

229.99,TB 1941,2023-05-07T14:50,2023-05-07T17:05,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:26:21

154.99,TB 1111,2023-05-03T06:05,2023-05-03T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:26:29

169.99,TB 1113,2023-05-03T06:30,2023-05-03T09:15,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:26:29

154.99,TB 1111,2023-05-04T06:05,2023-05-04T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:26:29

149.99,TB 1111,2023-05-05T06:05,2023-05-05T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:26:29

194.99,TB 1111,2023-05-06T06:00,2023-05-06T08:45,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:26:29

159.99,TB 1115,2023-05-06T15:20,2023-05-06T18:05,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:26:29

164.99,TB 1111,2023-05-07T06:10,2023-05-07T08:55,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:26:29

149.99,TB 1111,2023-05-08T06:05,2023-05-08T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:26:29

119.99,TB 1111,2023-05-09T06:15,2023-05-09T09:00,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:26:29

229.99,TB 1331,2023-05-04T06:05,2023-05-04T08:50,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:26:37

249.99,TB 1331,2023-05-06T16:00,2023-05-06T18:45,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:26:37

134.99,TB 1371,2023-05-07T17:15,2023-05-07T21:25,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:26:37

159.99,TB 1011,2023-05-03T06:05,2023-05-03T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:26:45

154.99,TB 1027,2023-05-04T15:25,2023-05-04T18:30,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:26:45

164.99,TB 1011,2023-05-05T06:00,2023-05-05T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:26:45

224.99,TB 1011,2023-05-06T06:00,2023-05-06T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:26:45

174.99,TB 1011,2023-05-07T06:20,2023-05-07T09:25,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:26:45

164.99,TB 1011,2023-05-08T06:05,2023-05-08T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:26:45

139.99,TB 1011,2023-05-09T06:15,2023-05-09T09:20,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:26:45

229.99,TB 1411,2023-05-03T06:00,2023-05-03T08:35,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:26:54

189.99,TB 1373,2023-05-04T15:45,2023-05-04T19:40,10,PMI,Palma de Mallorca,BRU,Brussel,3u 55m,2023-03-16 10:26:54

249.99,TB 1411,2023-05-05T06:20,2023-05-05T08:55,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:26:54

259.99,TB 1411,2023-05-06T06:15,2023-05-06T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:26:54

299.99,TB 1411,2023-05-07T06:15,2023-05-07T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:26:54

204.99,TB 1411,2023-05-08T06:15,2023-05-08T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:26:54

109.99,TB 1413,2023-05-09T15:30,2023-05-09T18:05,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:26:54

279.99,TB 1751,2023-05-03T14:05,2023-05-03T18:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:27:03

274.99,TB 1753,2023-05-04T13:00,2023-05-04T17:00,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:27:03

429.99,TB 1751,2023-05-05T06:05,2023-05-05T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:27:03

269.99,TB 1753,2023-05-05T13:35,2023-05-05T17:35,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:27:03

309.99,TB 1751,2023-05-06T06:05,2023-05-06T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:27:03

274.99,TB 1753,2023-05-07T14:30,2023-05-07T18:30,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:27:03

274.99,TB 1751,2023-05-08T06:10,2023-05-08T10:10,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:27:03

224.99,TB 1753,2023-05-09T06:05,2023-05-09T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:27:03

289.99,TB 2191,2023-05-12T16:30,2023-05-12T20:35,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:27:11

249.99,TB 2191,2023-05-14T06:40,2023-05-14T10:45,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:27:11

289.99,TB 2191,2023-05-15T06:00,2023-05-15T10:05,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:27:11

249.99,TB 2161,2023-05-16T06:00,2023-05-16T12:10,10,CFU,Corfu,BRU,Brussel,5u 10m,2023-03-16 10:27:11

229.99,TB 2251,2023-05-10T06:10,2023-05-10T11:00,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:27:19

219.99,TB 2251,2023-05-11T06:15,2023-05-11T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 55m,2023-03-16 10:27:19

229.99,TB 2251,2023-05-12T06:20,2023-05-12T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:27:19

309.99,TB 2251,2023-05-13T06:25,2023-05-13T11:15,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:27:19

274.99,TB 2253,2023-05-14T15:30,2023-05-14T20:20,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:27:19

309.99,TB 2251,2023-05-15T06:15,2023-05-15T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:27:19

309.99,TB 2341,2023-05-12T06:00,2023-05-12T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:27:28

309.99,TB 2341,2023-05-13T14:15,2023-05-13T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:27:28

309.99,TB 2341,2023-05-14T14:15,2023-05-14T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:27:28

359.99,TB 2341,2023-05-16T06:00,2023-05-16T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:27:28

259.99,TB 3511,2023-05-13T06:30,2023-05-13T09:15,8,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:27:36

189.99,TB 3511,2023-05-16T15:15,2023-05-16T18:00,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:27:36

214.99,TB 3581,2023-05-12T06:00,2023-05-12T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:27:44

279.99,TB 3581,2023-05-15T06:00,2023-05-15T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:27:44

189.99,TB 3581,2023-05-12T06:00,2023-05-12T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:27:53

244.99,TB 3581,2023-05-15T06:00,2023-05-15T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:27:53

174.99,TB 1941,2023-05-11T06:20,2023-05-11T08:35,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:28:02

259.99,TB 1941,2023-05-14T14:50,2023-05-14T17:05,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:28:02

154.99,TB 1111,2023-05-10T06:05,2023-05-10T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:28:10

114.99,TB 1113,2023-05-10T06:30,2023-05-10T09:15,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:28:10

144.99,TB 1111,2023-05-11T06:05,2023-05-11T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:28:10

189.99,TB 1111,2023-05-12T06:05,2023-05-12T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:28:10

189.99,TB 1111,2023-05-14T06:10,2023-05-14T08:55,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:28:10

184.99,TB 1111,2023-05-15T06:05,2023-05-15T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:28:10

229.99,TB 1111,2023-05-16T06:15,2023-05-16T09:00,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:28:10

179.99,TB 1331,2023-05-11T06:05,2023-05-11T08:50,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:28:18

154.99,TB 1331,2023-05-12T06:30,2023-05-12T09:15,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:28:18

259.99,TB 1331,2023-05-13T16:00,2023-05-13T18:45,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:28:18

139.99,TB 1371,2023-05-14T17:15,2023-05-14T21:25,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:28:18

269.99,TB 1331,2023-05-15T08:35,2023-05-15T11:20,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:28:18

159.99,TB 1011,2023-05-10T06:05,2023-05-10T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:28:26

169.99,TB 1027,2023-05-11T15:25,2023-05-11T18:30,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:28:26

204.99,TB 1011,2023-05-12T06:00,2023-05-12T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:28:26

219.99,TB 1011,2023-05-13T06:00,2023-05-13T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:28:26

194.99,TB 1011,2023-05-14T06:20,2023-05-14T09:25,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:28:26

229.99,TB 1011,2023-05-15T06:05,2023-05-15T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:28:26

234.99,TB 1011,2023-05-16T06:15,2023-05-16T09:20,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:28:26

134.99,TB 1411,2023-05-10T06:00,2023-05-10T08:35,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:28:34

159.99,TB 1373,2023-05-11T15:45,2023-05-11T19:40,10,PMI,Palma de Mallorca,BRU,Brussel,3u 55m,2023-03-16 10:28:34

269.99,TB 1411,2023-05-12T06:20,2023-05-12T08:55,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:28:34

259.99,TB 1411,2023-05-13T06:15,2023-05-13T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:28:34

219.99,TB 1411,2023-05-14T06:15,2023-05-14T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:28:34

249.99,TB 1411,2023-05-15T06:15,2023-05-15T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:28:34

209.99,TB 1417,2023-05-16T15:30,2023-05-16T18:05,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:28:34

159.99,TB 1751,2023-05-10T14:05,2023-05-10T18:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:28:42

174.99,TB 1753,2023-05-11T13:00,2023-05-11T17:00,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:28:42

299.99,TB 1751,2023-05-12T06:05,2023-05-12T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:28:42

184.99,TB 1753,2023-05-12T13:35,2023-05-12T17:35,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:28:42

319.99,TB 1751,2023-05-13T06:05,2023-05-13T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:28:42

229.99,TB 1753,2023-05-14T14:30,2023-05-14T18:30,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:28:42

299.99,TB 1751,2023-05-15T06:10,2023-05-15T10:10,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:28:42

219.99,TB 1753,2023-05-16T06:05,2023-05-16T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:28:42

199.99,TB 2161,2023-05-19T14:30,2023-05-19T20:35,10,CFU,Corfu,BRU,Brussel,5u 5m,2023-03-16 10:28:51

199.99,TB 2191,2023-05-21T06:40,2023-05-21T10:45,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:28:51

199.99,TB 2191,2023-05-22T06:00,2023-05-22T10:05,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:28:51

179.99,TB 2161,2023-05-23T06:00,2023-05-23T12:10,10,CFU,Corfu,BRU,Brussel,5u 10m,2023-03-16 10:28:51

264.99,TB 2251,2023-05-17T06:10,2023-05-17T11:00,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:28:59

264.99,TB 2251,2023-05-18T06:15,2023-05-18T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 55m,2023-03-16 10:28:59

239.99,TB 2251,2023-05-19T06:20,2023-05-19T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:28:59

209.99,TB 2251,2023-05-20T06:25,2023-05-20T11:15,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:28:59

209.99,TB 2253,2023-05-21T15:30,2023-05-21T20:20,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:28:59

254.99,TB 2251,2023-05-22T06:15,2023-05-22T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:28:59

409.99,TB 2341,2023-05-19T06:00,2023-05-19T11:00,9,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:29:07

209.99,TB 2341,2023-05-20T14:15,2023-05-20T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:29:07

209.99,TB 2341,2023-05-21T14:15,2023-05-21T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:29:07

259.99,TB 2341,2023-05-23T06:00,2023-05-23T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:29:07

259.99,TB 3511,2023-05-20T06:30,2023-05-20T09:15,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:29:15

189.99,TB 3511,2023-05-23T15:15,2023-05-23T18:00,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:29:15

189.99,TB 3581,2023-05-19T06:00,2023-05-19T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:29:23

149.99,TB 3581,2023-05-22T06:00,2023-05-22T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:29:23

189.99,TB 3581,2023-05-19T06:00,2023-05-19T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:29:32

159.99,TB 3581,2023-05-22T06:00,2023-05-22T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:29:32

309.99,TB 1941,2023-05-18T06:20,2023-05-18T08:35,5,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:29:40

129.99,TB 1941,2023-05-21T14:50,2023-05-21T17:05,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:29:40

224.99,TB 1111,2023-05-17T06:05,2023-05-17T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:29:47

224.99,TB 1113,2023-05-17T06:30,2023-05-17T09:15,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:29:47

259.99,TB 1111,2023-05-18T06:05,2023-05-18T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:29:47

184.99,TB 1111,2023-05-19T06:05,2023-05-19T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:29:47

184.99,TB 1111,2023-05-20T06:00,2023-05-20T08:45,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:29:47

134.99,TB 1137,2023-05-21T06:05,2023-05-21T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:29:47

164.99,TB 1111,2023-05-21T06:10,2023-05-21T08:55,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:29:47

139.99,TB 1111,2023-05-22T06:05,2023-05-22T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:29:47

119.99,TB 1111,2023-05-23T06:15,2023-05-23T09:00,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:29:47

509.99,TB 1331,2023-05-18T06:05,2023-05-18T08:50,1,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:29:55

309.99,TB 1331,2023-05-19T06:30,2023-05-19T09:15,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:29:55

164.99,TB 1331,2023-05-20T16:00,2023-05-20T18:45,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:29:55

139.99,TB 1371,2023-05-21T17:15,2023-05-21T21:25,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:29:55

219.99,TB 1331,2023-05-22T08:35,2023-05-22T11:20,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:29:55

104.99,TB 1417,2023-05-23T15:30,2023-05-23T19:40,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:29:55

299.99,TB 1011,2023-05-17T06:05,2023-05-17T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:30:03

209.99,TB 1011,2023-05-19T06:00,2023-05-19T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:30:03

149.99,TB 1011,2023-05-20T06:00,2023-05-20T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:30:03

129.99,TB 1011,2023-05-21T06:20,2023-05-21T09:25,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:30:03

124.99,TB 1013,2023-05-21T15:25,2023-05-21T18:30,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:30:03

134.99,TB 1011,2023-05-22T06:05,2023-05-22T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:30:03

114.99,TB 1011,2023-05-23T06:15,2023-05-23T09:20,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:30:03

299.99,TB 1411,2023-05-17T06:00,2023-05-17T08:35,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:30:11

299.99,TB 1373,2023-05-18T15:45,2023-05-18T19:40,10,PMI,Palma de Mallorca,BRU,Brussel,3u 55m,2023-03-16 10:30:11

289.99,TB 1411,2023-05-19T06:20,2023-05-19T08:55,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:30:11

164.99,TB 1411,2023-05-20T06:15,2023-05-20T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:30:11

139.99,TB 1137,2023-05-21T06:05,2023-05-21T10:40,10,PMI,Palma de Mallorca,BRU,Brussel,4u 35m,2023-03-16 10:30:11

269.99,TB 1411,2023-05-21T06:15,2023-05-21T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:30:11

124.99,TB 1411,2023-05-22T06:15,2023-05-22T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:30:11

99.99,TB 1417,2023-05-23T15:30,2023-05-23T18:05,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:30:11

299.99,TB 1751,2023-05-17T14:05,2023-05-17T18:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:30:19

309.99,TB 1753,2023-05-18T13:00,2023-05-18T17:00,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:30:19

274.99,TB 1751,2023-05-19T06:05,2023-05-19T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:30:19

219.99,TB 1765,2023-05-19T13:35,2023-05-19T17:35,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:30:19

224.99,TB 1751,2023-05-20T06:05,2023-05-20T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:30:19

209.99,TB 1753,2023-05-21T14:30,2023-05-21T18:30,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:30:19

274.99,TB 1751,2023-05-22T06:10,2023-05-22T10:10,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:30:19

274.99,TB 1753,2023-05-23T06:05,2023-05-23T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:30:19

289.99,TB 2161,2023-05-26T14:30,2023-05-26T20:35,10,CFU,Corfu,BRU,Brussel,5u 5m,2023-03-16 10:30:28

289.99,TB 2191,2023-05-28T06:40,2023-05-28T10:45,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:30:28

289.99,TB 2191,2023-05-29T06:00,2023-05-29T10:05,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:30:28

199.99,TB 2161,2023-05-30T06:00,2023-05-30T12:10,10,CFU,Corfu,BRU,Brussel,5u 10m,2023-03-16 10:30:28

179.99,TB 2251,2023-05-24T06:10,2023-05-24T11:00,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:30:37

179.99,TB 2251,2023-05-25T06:15,2023-05-25T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 55m,2023-03-16 10:30:37

