Price,FlightNumber,Date of Departure,Date of Arrival,Available seats,Arrival Airport code,Arrival Airport name,Departure Airport code,Departure Airport name,Flight Duration,Scraping date
309.99,TB 2251,2023-05-26T06:20,2023-05-26T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:30:37

309.99,TB 2251,2023-05-27T06:25,2023-05-27T11:15,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:30:37

209.99,TB 2253,2023-05-28T15:30,2023-05-28T20:20,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:30:37

359.99,TB 2251,2023-05-29T06:15,2023-05-29T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:30:37

359.99,TB 2341,2023-05-26T06:00,2023-05-26T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:30:47

309.99,TB 2341,2023-05-27T14:15,2023-05-27T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:30:47

209.99,TB 2341,2023-05-28T14:15,2023-05-28T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:30:47

309.99,TB 2341,2023-05-30T06:00,2023-05-30T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:30:47

259.99,TB 3511,2023-05-27T06:30,2023-05-27T09:15,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:30:56

154.99,TB 3511,2023-05-30T15:15,2023-05-30T18:00,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:30:56

244.99,TB 3581,2023-05-26T06:00,2023-05-26T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:31:04

199.99,TB 3581,2023-05-29T06:00,2023-05-29T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:31:04

244.99,TB 3581,2023-05-26T06:00,2023-05-26T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:31:12

229.99,TB 3581,2023-05-29T06:00,2023-05-29T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:31:12

309.99,TB 1941,2023-05-25T06:20,2023-05-25T08:35,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:31:20

244.99,TB 1941,2023-05-28T14:50,2023-05-28T17:05,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:31:20

114.99,TB 1111,2023-05-24T06:05,2023-05-24T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:31:28

114.99,TB 1113,2023-05-24T06:30,2023-05-24T09:15,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:31:28

114.99,TB 1111,2023-05-25T06:05,2023-05-25T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:31:28

189.99,TB 1111,2023-05-26T06:05,2023-05-26T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:31:28

189.99,TB 1111,2023-05-27T06:00,2023-05-27T08:45,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:31:28

154.99,TB 1111,2023-05-28T06:10,2023-05-28T08:55,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:31:28

149.99,TB 1111,2023-05-29T06:05,2023-05-29T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:31:28

109.99,TB 1111,2023-05-30T06:15,2023-05-30T09:00,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:31:28

389.99,TB 1331,2023-05-26T06:30,2023-05-26T09:15,3,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:31:37

244.99,TB 1331,2023-05-27T16:00,2023-05-27T18:45,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:31:37

149.99,TB 1371,2023-05-28T17:15,2023-05-28T21:25,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:31:37

279.99,TB 1331,2023-05-29T08:35,2023-05-29T11:20,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:31:37

134.99,TB 1417,2023-05-30T15:30,2023-05-30T19:40,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:31:37

154.99,TB 1011,2023-05-24T06:05,2023-05-24T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:31:46

289.99,TB 1027,2023-05-25T15:25,2023-05-25T18:30,5,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:31:46

219.99,TB 1011,2023-05-26T06:00,2023-05-26T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:31:46

219.99,TB 1011,2023-05-27T06:00,2023-05-27T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:31:46

144.99,TB 1011,2023-05-28T06:20,2023-05-28T09:25,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:31:46

149.99,TB 1011,2023-05-29T06:05,2023-05-29T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:31:46

129.99,TB 1011,2023-05-30T06:15,2023-05-30T09:20,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:31:46

109.99,TB 1411,2023-05-24T06:00,2023-05-24T08:35,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:31:54

159.99,TB 1373,2023-05-25T15:45,2023-05-25T19:40,10,PMI,Palma de Mallorca,BRU,Brussel,3u 55m,2023-03-16 10:31:54

299.99,TB 1411,2023-05-26T06:20,2023-05-26T08:55,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:31:54

244.99,TB 1411,2023-05-27T06:15,2023-05-27T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:31:54

239.99,TB 1411,2023-05-28T06:15,2023-05-28T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:31:54

149.99,TB 1411,2023-05-29T06:15,2023-05-29T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:31:54

104.99,TB 1417,2023-05-30T15:30,2023-05-30T18:05,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:31:54

219.99,TB 1751,2023-05-24T14:05,2023-05-24T18:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:32:01

214.99,TB 1753,2023-05-25T13:00,2023-05-25T17:00,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:32:01

319.99,TB 1751,2023-05-26T06:05,2023-05-26T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:32:01

214.99,TB 1765,2023-05-26T13:35,2023-05-26T17:35,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:32:01

339.99,TB 1751,2023-05-27T06:05,2023-05-27T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:32:01

229.99,TB 1753,2023-05-28T14:30,2023-05-28T18:30,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:32:01

284.99,TB 1751,2023-05-29T06:10,2023-05-29T10:10,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:32:01

204.99,TB 1753,2023-05-30T06:05,2023-05-30T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:32:01

199.99,TB 2161,2023-06-02T14:30,2023-06-02T20:35,10,CFU,Corfu,BRU,Brussel,5u 5m,2023-03-16 10:32:09

199.99,TB 2191,2023-06-04T06:40,2023-06-04T10:45,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:32:09

199.99,TB 2191,2023-06-05T06:00,2023-06-05T10:05,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:32:09

169.99,TB 2161,2023-06-06T06:00,2023-06-06T12:10,10,CFU,Corfu,BRU,Brussel,5u 10m,2023-03-16 10:32:09

174.99,TB 2251,2023-05-31T06:10,2023-05-31T11:00,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:32:19

199.99,TB 2251,2023-06-01T06:15,2023-06-01T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:32:19

159.99,TB 2251,2023-06-02T06:20,2023-06-02T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:32:19

199.99,TB 2251,2023-06-03T06:25,2023-06-03T11:15,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:32:19

159.99,TB 2253,2023-06-04T15:30,2023-06-04T20:20,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:32:19

199.99,TB 2251,2023-06-05T06:15,2023-06-05T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:32:19

229.99,TB 2341,2023-06-02T06:00,2023-06-02T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:32:28

169.99,TB 2341,2023-06-03T14:15,2023-06-03T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:32:28

159.99,TB 2341,2023-06-04T14:15,2023-06-04T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:32:28

259.99,TB 2341,2023-06-06T06:00,2023-06-06T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:32:28

164.99,TB 3511,2023-06-03T06:30,2023-06-03T09:15,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:32:36

149.99,TB 3511,2023-06-06T15:15,2023-06-06T18:00,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:32:36

184.99,TB 3581,2023-06-02T06:00,2023-06-02T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:32:45

229.99,TB 3581,2023-06-05T06:00,2023-06-05T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:32:45

189.99,TB 3581,2023-06-02T06:00,2023-06-02T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:32:52

209.99,TB 3581,2023-06-05T06:00,2023-06-05T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:32:52

164.99,TB 1941,2023-06-01T06:20,2023-06-01T08:35,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:33:01

159.99,TB 1941,2023-06-04T14:50,2023-06-04T17:05,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:33:01

119.99,TB 1111,2023-05-31T06:05,2023-05-31T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:33:09

114.99,TB 1113,2023-05-31T06:30,2023-05-31T09:15,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:33:09

114.99,TB 1111,2023-06-01T06:05,2023-06-01T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:33:09

159.99,TB 1111,2023-06-02T06:05,2023-06-02T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:33:09

159.99,TB 1111,2023-06-03T06:00,2023-06-03T08:45,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:33:09

159.99,TB 1111,2023-06-04T06:10,2023-06-04T08:55,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:33:09

144.99,TB 1111,2023-06-05T06:05,2023-06-05T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:33:09

159.99,TB 1111,2023-06-06T06:15,2023-06-06T09:00,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:33:09

429.99,TB 1331,2023-06-01T06:05,2023-06-01T08:50,6,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:33:16

269.99,TB 1331,2023-06-02T06:30,2023-06-02T09:15,4,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:33:16

124.99,TB 1331,2023-06-03T16:00,2023-06-03T18:45,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:33:16

104.99,TB 1371,2023-06-04T17:15,2023-06-04T21:25,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:33:16

144.99,TB 1331,2023-06-05T08:35,2023-06-05T11:20,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:33:16

159.99,TB 1417,2023-06-06T15:30,2023-06-06T19:40,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:33:16

164.99,TB 1011,2023-05-31T06:05,2023-05-31T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:33:25

179.99,TB 1027,2023-06-01T15:25,2023-06-01T18:30,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:33:25

179.99,TB 1011,2023-06-02T06:00,2023-06-02T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:33:25

169.99,TB 1011,2023-06-03T06:00,2023-06-03T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:33:25

179.99,TB 1011,2023-06-04T06:20,2023-06-04T09:25,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:33:25

179.99,TB 1011,2023-06-05T06:05,2023-06-05T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:33:25

169.99,TB 1011,2023-06-06T06:15,2023-06-06T09:20,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:33:25

119.99,TB 1411,2023-05-31T06:00,2023-05-31T08:35,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:33:33

159.99,TB 1373,2023-06-01T15:45,2023-06-01T19:40,10,PMI,Palma de Mallorca,BRU,Brussel,3u 55m,2023-03-16 10:33:33

189.99,TB 1411,2023-06-02T06:20,2023-06-02T08:55,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:33:33

189.99,TB 1411,2023-06-03T06:15,2023-06-03T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:33:33

189.99,TB 1411,2023-06-04T06:15,2023-06-04T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:33:33

159.99,TB 1411,2023-06-05T06:15,2023-06-05T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:33:33

109.99,TB 1417,2023-06-06T15:30,2023-06-06T18:05,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:33:33

219.99,TB 1751,2023-05-31T14:05,2023-05-31T18:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:33:40

219.99,TB 1753,2023-06-01T13:00,2023-06-01T17:00,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:33:40

274.99,TB 1751,2023-06-02T06:05,2023-06-02T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:33:40

209.99,TB 1753,2023-06-02T13:35,2023-06-02T17:35,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:33:40

274.99,TB 1751,2023-06-03T06:05,2023-06-03T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:33:40

209.99,TB 1753,2023-06-04T14:30,2023-06-04T18:30,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:33:40

239.99,TB 1751,2023-06-05T06:10,2023-06-05T10:10,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:33:40

214.99,TB 1753,2023-06-06T06:05,2023-06-06T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:33:40

199.99,TB 2161,2023-06-09T14:30,2023-06-09T20:35,10,CFU,Corfu,BRU,Brussel,5u 5m,2023-03-16 10:33:48

199.99,TB 2191,2023-06-11T06:40,2023-06-11T10:45,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:33:48

199.99,TB 2191,2023-06-12T06:00,2023-06-12T10:05,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:33:48

169.99,TB 2161,2023-06-13T06:00,2023-06-13T12:10,10,CFU,Corfu,BRU,Brussel,5u 10m,2023-03-16 10:33:48

199.99,TB 2251,2023-06-07T06:10,2023-06-07T11:00,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:33:56

199.99,TB 2251,2023-06-08T06:15,2023-06-08T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:33:56

164.99,TB 2251,2023-06-09T06:20,2023-06-09T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:33:56

184.99,TB 2251,2023-06-10T06:25,2023-06-10T11:15,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:33:56

159.99,TB 2253,2023-06-11T15:30,2023-06-11T20:20,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:33:56

174.99,TB 2251,2023-06-12T06:15,2023-06-12T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:33:56

259.99,TB 2341,2023-06-09T06:00,2023-06-09T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:34:04

159.99,TB 2341,2023-06-10T14:15,2023-06-10T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:34:04

159.99,TB 2341,2023-06-11T14:15,2023-06-11T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:34:04

259.99,TB 2341,2023-06-13T06:00,2023-06-13T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:34:04

194.99,TB 3511,2023-06-10T06:30,2023-06-10T09:15,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:34:12

144.99,TB 3511,2023-06-13T15:15,2023-06-13T18:00,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:34:12

189.99,TB 3581,2023-06-09T06:00,2023-06-09T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:34:21

214.99,TB 3581,2023-06-12T06:00,2023-06-12T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:34:21

189.99,TB 3581,2023-06-09T06:00,2023-06-09T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:34:29

179.99,TB 3581,2023-06-12T06:00,2023-06-12T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:34:29

209.99,TB 1941,2023-06-08T06:20,2023-06-08T08:35,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:34:37

154.99,TB 1941,2023-06-11T14:50,2023-06-11T17:05,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:34:37

119.99,TB 1111,2023-06-07T06:05,2023-06-07T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:34:45

114.99,TB 1113,2023-06-07T06:30,2023-06-07T09:15,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:34:45

119.99,TB 1111,2023-06-08T06:05,2023-06-08T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:34:45

114.99,TB 1111,2023-06-09T06:05,2023-06-09T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:34:45

159.99,TB 1111,2023-06-10T06:00,2023-06-10T08:45,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:34:45

139.99,TB 1111,2023-06-11T06:10,2023-06-11T08:55,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:34:45

119.99,TB 1111,2023-06-12T06:05,2023-06-12T08:50,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:34:45

109.99,TB 1111,2023-06-13T06:15,2023-06-13T09:00,10,ALC,Alicante,BRU,Brussel,2u 45m,2023-03-16 10:34:45

199.99,TB 1331,2023-06-08T06:05,2023-06-08T08:50,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:34:53

189.99,TB 1331,2023-06-09T06:30,2023-06-09T09:15,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:34:53

129.99,TB 1331,2023-06-10T16:00,2023-06-10T18:45,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:34:53

95.99,TB 1371,2023-06-11T17:15,2023-06-11T21:25,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:34:53

109.99,TB 1331,2023-06-12T08:35,2023-06-12T11:20,10,IBZ,Ibiza,BRU,Brussel,2u 45m,2023-03-16 10:34:53

85.99,TB 1417,2023-06-13T15:30,2023-06-13T19:40,10,IBZ,Ibiza,BRU,Brussel,4u 10m,2023-03-16 10:34:53

129.99,TB 1011,2023-06-07T06:05,2023-06-07T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:35:02

169.99,TB 1027,2023-06-08T15:25,2023-06-08T18:30,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:35:02

169.99,TB 1011,2023-06-09T06:00,2023-06-09T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:35:02

129.99,TB 1011,2023-06-10T06:00,2023-06-10T09:05,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:35:02

159.99,TB 1011,2023-06-11T06:20,2023-06-11T09:25,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:35:02

169.99,TB 1011,2023-06-12T06:05,2023-06-12T09:10,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:35:02

129.99,TB 1011,2023-06-13T06:15,2023-06-13T09:20,10,AGP,Malaga,BRU,Brussel,3u 5m,2023-03-16 10:35:02

119.99,TB 1411,2023-06-07T06:00,2023-06-07T08:35,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:35:10

159.99,TB 1373,2023-06-08T15:45,2023-06-08T19:40,10,PMI,Palma de Mallorca,BRU,Brussel,3u 55m,2023-03-16 10:35:10

189.99,TB 1411,2023-06-09T06:20,2023-06-09T08:55,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:35:10

159.99,TB 1411,2023-06-10T06:15,2023-06-10T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:35:10

134.99,TB 1411,2023-06-11T06:15,2023-06-11T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:35:10

139.99,TB 1411,2023-06-12T06:15,2023-06-12T08:50,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:35:10

104.99,TB 1417,2023-06-13T15:30,2023-06-13T18:05,10,PMI,Palma de Mallorca,BRU,Brussel,2u 35m,2023-03-16 10:35:10

169.99,TB 1751,2023-06-07T14:05,2023-06-07T18:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:35:18

169.99,TB 1753,2023-06-08T13:00,2023-06-08T17:00,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:35:18

214.99,TB 1751,2023-06-09T06:05,2023-06-09T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:35:18

159.99,TB 1753,2023-06-09T13:35,2023-06-09T17:35,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:35:18

209.99,TB 1751,2023-06-10T06:05,2023-06-10T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:35:18

179.99,TB 1753,2023-06-11T14:30,2023-06-11T18:30,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:35:18

239.99,TB 1751,2023-06-12T06:10,2023-06-12T10:10,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:35:18

214.99,TB 1753,2023-06-13T06:05,2023-06-13T10:05,10,TFS,Tenerife,BRU,Brussel,5u 0m,2023-03-16 10:35:18

199.99,TB 2161,2023-06-16T14:30,2023-06-16T20:35,10,CFU,Corfu,BRU,Brussel,5u 5m,2023-03-16 10:35:27

199.99,TB 2191,2023-06-18T06:40,2023-06-18T10:45,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:35:27

199.99,TB 2191,2023-06-19T06:00,2023-06-19T10:05,10,CFU,Corfu,BRU,Brussel,3u 5m,2023-03-16 10:35:27

159.99,TB 2161,2023-06-20T06:00,2023-06-20T12:10,10,CFU,Corfu,BRU,Brussel,5u 10m,2023-03-16 10:35:27

159.99,TB 2251,2023-06-14T06:10,2023-06-14T11:00,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:35:35

159.99,TB 2251,2023-06-15T06:15,2023-06-15T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:35:35

189.99,TB 2251,2023-06-16T06:20,2023-06-16T11:10,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:35:35

194.99,TB 2251,2023-06-17T06:25,2023-06-17T11:15,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:35:35

159.99,TB 2253,2023-06-18T15:30,2023-06-18T20:20,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:35:35

199.99,TB 2251,2023-06-19T06:15,2023-06-19T11:05,10,HER,Kreta-Heraklion,BRU,Brussel,3u 50m,2023-03-16 10:35:35

259.99,TB 2341,2023-06-16T06:00,2023-06-16T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:35:42

159.99,TB 2341,2023-06-17T14:15,2023-06-17T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:35:42

159.99,TB 2341,2023-06-18T14:15,2023-06-18T19:15,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:35:42

229.99,TB 2341,2023-06-20T06:00,2023-06-20T11:00,10,RHO,Rhodos,BRU,Brussel,4u 0m,2023-03-16 10:35:42

164.99,TB 3511,2023-06-17T06:30,2023-06-17T09:15,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:35:51

164.99,TB 3511,2023-06-20T15:15,2023-06-20T18:00,10,BDS,Brindisi,BRU,Brussel,2u 45m,2023-03-16 10:35:51

174.99,TB 3581,2023-06-16T06:00,2023-06-16T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:35:58

219.99,TB 3581,2023-06-19T06:00,2023-06-19T08:35,10,NAP,Napels,BRU,Brussel,2u 35m,2023-03-16 10:35:58

189.99,TB 3581,2023-06-16T06:00,2023-06-16T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:36:06

229.99,TB 3581,2023-06-19T06:00,2023-06-19T10:20,10,PMO,Palermo,BRU,Brussel,4u 20m,2023-03-16 10:36:06

164.99,TB 1941,2023-06-15T06:20,2023-06-15T08:35,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:36:14

149.99,TB 1941,2023-06-18T14:50,2023-06-18T17:05,10,FAO,Faro,BRU,Brussel,3u 15m,2023-03-16 10:36:14

